Frame,Hand,Joint,X,Y,Z,Gesture
0,0,8,241.1125946044922,358.29294204711914,-0.10226663947105408,test
0,0,9,142.55834579467773,425.9355926513672,-0.06324434280395508,test
0,0,10,205.80827713012695,436.9421195983887,-0.09812145680189133,test
0,0,11,190.9775161743164,448.024263381958,-0.09879830479621887,test
0,0,12,169.72511291503906,447.98089027404785,-0.09293240308761597,test
0,0,13,140.13660430908203,454.0473175048828,-0.07408324629068375,test
0,0,14,197.34697341918945,463.3296775817871,-0.09819426387548447,test
0,0,15,180.46875,470.0290775299072,-0.07815929502248764,test
0,0,16,162.64156341552734,468.9971923828125,-0.05973450466990471,test
0,0,17,138.3475685119629,482.0123291015625,-0.08564930409193039,test
0,0,18,184.99935150146484,484.93486404418945,-0.09280604869127274,test
0,0,19,170.99130630493164,489.7928237915039,-0.07166746258735657,test
0,0,20,154.42543983459473,490.2634620666504,-0.05461640655994415,test
0,0,0,99.02434349060059,468.4405517578125,1.886471352463559e-07,test
0,0,1,118.56767654418945,437.4656295776367,-0.004121641628444195,test
0,0,2,160.9140968322754,419.9757385253906,-0.019881106913089752,test
0,0,3,199.4542121887207,422.87899017333984,-0.03584828972816467,test
0,0,4,225.73314666748047,430.6995964050293,-0.051305245608091354,test
0,0,5,157.02616691589355,394.75756645202637,-0.04119902849197388,test
0,0,6,201.87870025634766,370.80516815185547,-0.06405803561210632,test
0,0,7,228.75102996826172,355.54521560668945,-0.0763288140296936,test
0,0,8,249.83863830566406,342.5731086730957,-0.08474456518888474,test
0,0,9,157.29883193969727,416.4964485168457,-0.0542159304022789,test
0,0,10,214.96383666992188,425.23890495300293,-0.0851965993642807,test
0,0,11,201.3980484008789,438.18294525146484,-0.08681371062994003,test
0,0,12,181.802978515625,439.08528327941895,-0.08283394575119019,test
0,0,13,158.70274543762207,443.45189094543457,-0.06532519310712814,test
0,0,14,209.7958755493164,449.8904228210449,-0.08496499061584473,test
0,0,15,193.97754669189453,458.49111557006836,-0.06540572643280029,test
0,0,16,177.05224990844727,457.840518951416,-0.049017589539289474,test
0,0,17,160.15470504760742,469.96862411499023,-0.0771820992231369,test
0,0,18,200.41969299316406,469.2569160461426,-0.0807218998670578,test
0,0,19,185.88420867919922,476.69360160827637,-0.059030260890722275,test
0,0,20,171.2755012512207,478.489408493042,-0.04257506877183914,test
0,0,0,96.70598030090332,472.2624206542969,1.1841823521763217e-07,test
0,0,1,116.7696762084961,439.28260803222656,-0.004949946887791157,test
0,0,2,158.8461685180664,419.236364364624,-0.019927626475691795,test
0,0,3,197.91305541992188,420.99254608154297,-0.03520357981324196,test
0,0,4,226.27302169799805,427.076940536499,-0.04967886582016945,test
0,0,5,155.86145401000977,393.8283634185791,-0.03974190354347229,test
0,0,6,203.54122161865234,370.6805419921875,-0.061926305294036865,test
0,0,7,231.07131958007812,355.426082611084,-0.07405451685190201,test
0,0,8,252.36984252929688,341.66504859924316,-0.08250542730093002,test
0,0,9,156.47454261779785,417.0087432861328,-0.052558112889528275,test
0,0,10,216.39545440673828,426.1959743499756,-0.0837516263127327,test
0,0,11,202.7034568786621,438.0618381500244,-0.08637789636850357,test
0,0,12,182.2414207458496,438.2835102081299,-0.08315494656562805,test
0,0,13,158.10016632080078,444.53890800476074,-0.0635572224855423,test
0,0,14,210.58584213256836,449.19665336608887,-0.08358178287744522,test
0,0,15,195.10107040405273,457.6361560821533,-0.0649455264210701,test
0,0,16,177.66923904418945,457.1923542022705,-0.049326442182064056,test
0,0,17,159.39777374267578,471.25328063964844,-0.07538416981697083,test
0,0,18,199.9633026123047,468.4785747528076,-0.07915127277374268,test
0,0,19,185.96380233764648,476.0717296600342,-0.05782364308834076,test
0,0,20,171.0466194152832,478.22705268859863,-0.041748031973838806,test
0,0,0,101.92767143249512,455.43980598449707,1.2317930497829366e-07,test
0,0,1,123.45317840576172,420.3705596923828,0.001750908442772925,test
0,0,2,162.06274032592773,399.38655853271484,-0.011733802035450935,test
0,0,3,197.27821350097656,400.61742782592773,-0.027154766023159027,test
0,0,4,221.43121719360352,411.16347312927246,-0.04184304550290108,test
0,0,5,165.67928314208984,377.5246238708496,-0.03240647912025452,test
0,0,6,207.87824630737305,349.82173919677734,-0.05135078355669975,test
0,0,7,232.3013687133789,333.6433410644531,-0.05990103259682655,test
0,0,8,251.93376541137695,320.08509635925293,-0.0657615140080452,test
0,0,9,169.23341751098633,396.6742515563965,-0.046579062938690186,test
0,0,10,222.99692153930664,405.3913879394531,-0.07210719585418701,test
0,0,11,208.2961654663086,417.6884078979492,-0.07064110040664673,test
0,0,12,188.4203338623047,417.9509925842285,-0.06490132957696915,test
0,0,13,172.40253448486328,421.51554107666016,-0.05873586982488632,test
0,0,14,216.88871383666992,432.04705238342285,-0.07328230142593384,test
0,0,15,200.72492599487305,439.7721004486084,-0.05517919734120369,test
0,0,16,184.32674407958984,437.9541492462158,-0.040398310869932175,test
0,0,17,174.5322036743164,447.0458507537842,-0.07141530513763428,test
0,0,18,210.37982940673828,451.0257625579834,-0.0706477239727974,test
0,0,19,196.55162811279297,456.76923751831055,-0.0507134310901165,test
0,0,20,182.34399795532227,456.21374130249023,-0.03578853979706764,test
0,0,0,101.51479721069336,450.70947647094727,9.509969700616239e-09,test
0,0,1,122.71407127380371,413.9256477355957,0.009202750399708748,test
0,0,2,159.06064987182617,390.08803367614746,0.0017175542889162898,test
0,0,3,190.5559539794922,388.68553161621094,-0.009083356708288193,test
0,0,4,213.65768432617188,398.02310943603516,-0.019688239321112633,test
0,0,5,168.03056716918945,371.72255516052246,-0.021000046283006668,test
0,0,6,210.36394119262695,344.4312000274658,-0.03495946153998375,test
0,0,7,233.4484100341797,326.9780445098877,-0.039336465299129486,test
0,0,8,251.6520881652832,312.4756622314453,-0.04237563908100128,test
0,0,9,173.09886932373047,389.8629570007324,-0.036347560584545135,test
0,0,10,226.2716293334961,400.9010410308838,-0.054600056260824203,test
0,0,11,211.6303253173828,414.7343158721924,-0.04915522038936615,test
0,0,12,193.35138320922852,415.8273696899414,-0.04174290969967842,test
0,0,13,177.1487045288086,413.4935188293457,-0.04946179315447807,test
0,0,14,219.2720603942871,425.26963233947754,-0.05808989331126213,test
0,0,15,204.3247413635254,433.2710838317871,-0.039397358894348145,test
0,0,16,188.9483642578125,431.442346572876,-0.025882653892040253,test
0,0,17,179.08639907836914,437.5773811340332,-0.06255504488945007,test
0,0,18,212.17584609985352,443.58564376831055,-0.05809078738093376,test
0,0,19,199.1706657409668,449.6126461029053,-0.038283322006464005,test
0,0,20,185.7265281677246,448.32984924316406,-0.02435542456805706,test
0,0,0,117.08492279052734,435.1278877258301,-7.266367507696714e-09,test
0,0,1,138.8153839111328,396.157751083374,0.015395752154290676,test
0,0,2,171.22377395629883,373.67786407470703,0.013513857498764992,test
0,0,3,198.02148818969727,374.03477668762207,0.006619568448513746,test
0,0,4,217.48435974121094,385.2854347229004,-0.00038712917012162507,test
0,0,5,186.65555953979492,355.31825065612793,-0.0024719377979636192,test
0,0,6,222.59418487548828,328.52834701538086,-0.008026913739740849,test
0,0,7,242.44218826293945,312.4921989440918,-0.010363873094320297,test
0,0,8,257.7425193786621,298.0293273925781,-0.013261072337627411,test
0,0,9,195.20090103149414,370.9598636627197,-0.018002429977059364,test
0,0,10,232.2979736328125,384.1839408874512,-0.026317723095417023,test
0,0,11,220.07484436035156,398.00339698791504,-0.02359182760119438,test
0,0,12,204.41225051879883,399.53953742980957,-0.020508689805865288,test
0,0,13,200.48341751098633,393.7804412841797,-0.031010767444968224,test
0,0,14,229.14154052734375,408.1599998474121,-0.031248094514012337,test
0,0,15,215.72187423706055,416.4635467529297,-0.01708363927900791,test
0,0,16,201.7800521850586,415.3516101837158,-0.00878160446882248,test
0,0,17,203.0558967590332,417.02831268310547,-0.04385526105761528,test
0,0,18,226.5133285522461,427.0155715942383,-0.03478110581636429,test
0,0,19,213.54427337646484,433.1393623352051,-0.017481714487075806,test
0,0,20,200.28562545776367,432.18664169311523,-0.005829197820276022,test
0,0,0,127.31736183166504,437.45933532714844,-1.1907875574479476e-07,test
0,0,1,149.78105545043945,400.29653549194336,0.016088461503386497,test
0,0,2,182.66719818115234,377.3902130126953,0.017019985243678093,test
0,0,3,207.62229919433594,376.8427276611328,0.012709971517324448,test
0,0,4,226.01341247558594,384.8048973083496,0.008510938845574856,test
0,0,5,197.49988555908203,358.2199001312256,0.003566252999007702,test
0,0,6,233.29275131225586,333.3148384094238,0.000960907491389662,test
0,0,7,252.21294403076172,316.7530345916748,0.0007480679778382182,test
0,0,8,266.34878158569336,302.7937889099121,-0.0006488810176961124,test
0,0,9,206.92115783691406,374.2522716522217,-0.010901045985519886,test
0,0,10,240.54616928100586,388.8758182525635,-0.01603742130100727,test
0,0,11,228.6910057067871,401.3924789428711,-0.01409138459712267,test
0,0,12,214.6975326538086,402.40445137023926,-0.011951164342463017,test
0,0,13,212.87586212158203,396.6756248474121,-0.02297641895711422,test
0,0,14,238.87971878051758,411.04413986206055,-0.021979473531246185,test
0,0,15,226.09439849853516,418.9130401611328,-0.011090951040387154,test
0,0,16,213.3175277709961,417.79552459716797,-0.005294473376125097,test
0,0,17,216.3626480102539,418.49910736083984,-0.03468151018023491,test
0,0,18,237.19764709472656,428.51200103759766,-0.02562202513217926,test
0,0,19,225.27324676513672,435.01587867736816,-0.010941172949969769,test
0,0,20,213.4011459350586,434.78038787841797,-0.0011955469381064177,test
0,0,0,129.97193336486816,438.8330554962158,-1.3338964777176443e-07,test
0,0,1,150.85984230041504,401.77608489990234,0.01766577735543251,test
0,0,2,182.7092170715332,379.2609214782715,0.019313300028443336,test
0,0,3,206.22617721557617,379.5084285736084,0.014880001544952393,test
0,0,4,223.11824798583984,389.2258930206299,0.010045225732028484,test
0,0,5,199.04190063476562,359.3086051940918,0.008376658894121647,test
0,0,6,234.43120956420898,334.8719787597656,0.006273812148720026,test
0,0,7,253.9809799194336,318.7330913543701,0.0055420310236513615,test
0,0,8,268.04473876953125,305.2423095703125,0.003624339820817113,test
0,0,9,210.31639099121094,374.1342258453369,-0.0073053427040576935,test
0,0,10,242.02045440673828,389.53468322753906,-0.012936953455209732,test
0,0,11,229.79393005371094,402.44336128234863,-0.012244579382240772,test
0,0,12,215.3847312927246,403.436222076416,-0.010386052541434765,test
0,0,13,217.6957893371582,395.7316589355469,-0.020662786439061165,test
0,0,14,241.2192153930664,411.289758682251,-0.019622880965471268,test
0,0,15,228.4235382080078,420.38211822509766,-0.009332150220870972,test
0,0,16,215.66286087036133,419.511137008667,-0.003712348872795701,test
0,0,17,221.85304641723633,417.3221969604492,-0.03372404724359512,test
0,0,18,239.99738693237305,429.09905433654785,-0.02461051382124424,test
0,0,19,227.68461227416992,436.66783332824707,-0.010067599825561047,test
0,0,20,215.57453155517578,436.73083305358887,-0.0001803194754756987,test
0,0,0,132.5055694580078,440.86795806884766,-1.8418208469483943e-07,test
0,0,1,149.81008529663086,402.46450424194336,0.019511805847287178,test
0,0,2,181.0926628112793,380.4506492614746,0.023376131430268288,test
0,0,3,204.39205169677734,380.4452419281006,0.021045565605163574,test
0,0,4,219.88252639770508,389.92255210876465,0.017809096723794937,test
0,0,5,201.92554473876953,359.7717475891113,0.013828239403665066,test
0,0,6,235.67066192626953,337.1458625793457,0.015279502607882023,test
0,0,7,254.10381317138672,322.39185333251953,0.015658002346754074,test
0,0,8,267.2475242614746,310.14787673950195,0.013990646228194237,test
0,0,9,216.24841690063477,375.25646209716797,-0.001156216487288475,test
0,0,10,240.8696746826172,387.80991554260254,-0.001366988173685968,test
0,0,11,228.51133346557617,399.91384506225586,-0.00029236869886517525,test
0,0,12,214.7528076171875,402.1567153930664,0.0004787504149135202,test
0,0,13,224.7129249572754,397.6266288757324,-0.013675265945494175,test
0,0,14,241.0369873046875,409.1425323486328,-0.008885661140084267,test
0,0,15,228.1312370300293,418.1132125854492,0.00024161073088180274,test
0,0,16,215.61717987060547,418.5154151916504,0.004004459362477064,test
0,0,17,228.95891189575195,419.7974109649658,-0.02571863867342472,test
0,0,18,241.84160232543945,429.58396911621094,-0.014852941036224365,test
0,0,19,229.28930282592773,436.9606876373291,-0.0010629084426909685,test
0,0,20,216.9116973876953,437.94304847717285,0.007939864881336689,test
0,0,0,133.00634384155273,439.9888515472412,-1.639098456962529e-07,test
0,0,1,150.57296752929688,401.51169776916504,0.01860654540359974,test
0,0,2,181.9256591796875,379.9360656738281,0.02170613594353199,test
0,0,3,205.21833419799805,380.7538318634033,0.018769754096865654,test
0,0,4,220.37969589233398,391.5204048156738,0.014909741468727589,test
0,0,5,201.8155288696289,359.89800453186035,0.012437161058187485,test
0,0,6,235.10747909545898,337.1040344238281,0.012826727703213692,test
0,0,7,253.87924194335938,322.2942352294922,0.012491047382354736,test
0,0,8,267.4372863769531,309.91971015930176,0.010399875231087208,test
0,0,9,215.81802368164062,375.48133850097656,-0.0023663449101150036,test
0,0,10,240.82565307617188,387.8188133239746,-0.004052683245390654,test
0,0,11,228.21842193603516,399.85931396484375,-0.0034234151244163513,test
0,0,12,214.2192840576172,401.9879150390625,-0.0025903903879225254,test
0,0,13,224.20944213867188,397.7923107147217,-0.014757483266294003,test
0,0,14,241.51668548583984,408.89330863952637,-0.011216734535992146,test
0,0,15,228.2476806640625,417.8748893737793,-0.002070896327495575,test
0,0,16,215.55152893066406,418.2396411895752,0.002131238579750061,test
0,0,17,228.75490188598633,420.1383876800537,-0.026701869443058968,test
0,0,18,242.12909698486328,429.6730613708496,-0.01655256561934948,test
0,0,19,229.24577713012695,437.01988220214844,-0.002708552870899439,test
0,0,20,217.0108413696289,437.8868579864502,0.006504886317998171,test
0,0,0,141.14572525024414,431.5769290924072,-1.7229255888651096e-07,test
0,0,1,156.7447280883789,393.48363876342773,0.016261398792266846,test
0,0,2,185.58244705200195,372.7191638946533,0.019708171486854553,test
0,0,3,207.06579208374023,372.7565574645996,0.01758604124188423,test
0,0,4,221.12586975097656,383.58607292175293,0.014598318375647068,test
0,0,5,207.68634796142578,355.06253242492676,0.013118650764226913,test
0,0,6,238.03667068481445,334.1195011138916,0.014229713939130306,test
0,0,7,255.4324722290039,321.00025177001953,0.01372609008103609,test
0,0,8,268.1894302368164,310.5212688446045,0.011423994787037373,test
0,0,9,222.9769515991211,369.10740852355957,0.0009066152269951999,test
0,0,10,238.4431266784668,381.7159080505371,0.0007603450794704258,test
0,0,11,225.58982849121094,392.1712303161621,0.0008908992749638855,test
0,0,12,212.8879737854004,394.54859733581543,0.0006987529341131449,test
0,0,13,231.6869354248047,390.7093906402588,-0.00925569050014019,test
0,0,14,239.6794891357422,400.7504653930664,-0.005140818189829588,test
0,0,15,226.56160354614258,408.47911834716797,0.0016782834427431226,test
0,0,16,214.7224235534668,409.47933197021484,0.004220912232995033,test
0,0,17,236.6084098815918,412.52580642700195,-0.0191392470151186,test
0,0,18,241.5854835510254,421.96892738342285,-0.0096055306494236,test
0,0,19,229.73140716552734,428.2405471801758,0.001435407204553485,test
0,0,20,218.5861587524414,429.64954376220703,0.008949542418122292,test
0,0,0,149.6912670135498,428.34105491638184,-1.7092578730171226e-07,test
0,0,1,164.3358612060547,391.4952278137207,0.015174484811723232,test
0,0,2,192.70689010620117,371.4485263824463,0.018086999654769897,test
0,0,3,212.67959594726562,371.7689895629883,0.015409893356263638,test
0,0,4,225.6668472290039,382.05822944641113,0.011771724559366703,test
0,0,5,213.55682373046875,353.4525203704834,0.011728028766810894,test
0,0,6,243.39553833007812,335.5510139465332,0.01255034375935793,test
0,0,7,260.5172920227051,323.50659370422363,0.01135275885462761,test
0,0,8,273.1467628479004,313.37093353271484,0.008171770721673965,test
0,0,9,229.01260375976562,367.76610374450684,-0.00034452180261723697,test
0,0,10,239.75296020507812,381.91537857055664,-0.0007067009573802352,test
0,0,11,227.47419357299805,391.4168071746826,-0.0021281661465764046,test
0,0,12,215.69923400878906,392.20441818237305,-0.004042849875986576,test
0,0,13,237.6557731628418,389.6510410308838,-0.010340727865695953,test
0,0,14,242.0260238647461,400.90221405029297,-0.006637942511588335,test
0,0,15,229.38434600830078,408.13204765319824,-0.000942898856010288,test
0,0,16,218.19137573242188,407.9366970062256,0.0004251429345458746,test
0,0,17,242.24842071533203,411.10645294189453,-0.020199092105031013,test
0,0,18,244.65473175048828,421.51411056518555,-0.011443433351814747,test
0,0,19,232.64965057373047,427.2769832611084,-0.0012826103484258056,test
0,0,20,221.50640487670898,428.0756950378418,0.005396864376962185,test
0,0,0,157.9275417327881,423.8792610168457,-1.7566911481026182e-07,test
0,0,1,171.5713882446289,387.90844917297363,0.015566716901957989,test
0,0,2,198.6898422241211,369.8158836364746,0.019281471148133278,test
0,0,3,217.30201721191406,371.05015754699707,0.017797911539673805,test
0,0,4,229.28518295288086,381.34406089782715,0.01502476166933775,test
0,0,5,220.02304077148438,353.28969955444336,0.010827303864061832,test
0,0,6,251.11003875732422,337.64525413513184,0.01362103596329689,test
0,0,7,268.7737274169922,327.1398067474365,0.013887813314795494,test
0,0,8,281.7479705810547,318.2750701904297,0.011552826501429081,test
0,0,9,235.26391983032227,368.1200695037842,-2.6738396627479233e-05,test
0,0,10,242.07073211669922,381.43341064453125,0.0023699114099144936,test
0,0,11,229.8468017578125,389.61968421936035,0.0018216725438833237,test
0,0,12,219.56010818481445,390.02182960510254,-0.00028035015566274524,test
0,0,13,243.23898315429688,390.3668975830078,-0.008492236025631428,test
0,0,14,243.28252792358398,399.83553886413574,-0.003221807535737753,test
0,0,15,230.72263717651367,405.8913230895996,0.0016752489609643817,test
0,0,16,220.47861099243164,405.28696060180664,0.002041726605966687,test
0,0,17,247.57699966430664,411.9023895263672,-0.016508067026734352,test
0,0,18,246.58262252807617,420.4536724090576,-0.007533995434641838,test
0,0,19,234.90915298461914,424.9625587463379,0.001702061272226274,test
0,0,20,224.48633193969727,425.25169372558594,0.007609428837895393,test
0,0,0,158.21812629699707,425.09056091308594,-1.9539952234026714e-07,test
0,0,1,171.54090881347656,389.7081756591797,0.01570717617869377,test
0,0,2,199.17560577392578,371.136417388916,0.019691696390509605,test
0,0,3,218.30005645751953,371.9425392150879,0.018448926508426666,test
0,0,4,229.7564697265625,381.4328670501709,0.015910446643829346,test
0,0,5,220.7158088684082,353.7894916534424,0.010664636269211769,test
0,0,6,250.7105827331543,338.34033966064453,0.012829752638936043,test
0,0,7,268.2975387573242,327.8048515319824,0.012325835414230824,test
0,0,8,281.3457489013672,318.78490447998047,0.009461726993322372,test
0,0,9,236.54394149780273,368.2079029083252,-0.0005701275076717138,test
0,0,10,241.61666870117188,381.4189338684082,0.0014620567671954632,test
0,0,11,229.85435485839844,389.4979190826416,0.00020124981529079378,test
0,0,12,220.03582000732422,390.10047912597656,-0.0022559345234185457,test
0,0,13,244.55154418945312,390.0973606109619,-0.009382846765220165,test
0,0,14,242.69479751586914,400.3019428253174,-0.004179363138973713,test
0,0,15,230.46079635620117,406.70276641845703,0.0003613406734075397,test
0,0,16,220.63146591186523,406.2989616394043,0.0005713923601433635,test
0,0,17,248.42388153076172,411.3962745666504,-0.017898498103022575,test
0,0,18,246.10313415527344,420.9207344055176,-0.008879635483026505,test
0,0,19,234.91859436035156,426.0138416290283,0.0001085097756003961,test
0,0,20,225.2524185180664,426.33304595947266,0.005886515136808157,test
0,0,0,159.52800750732422,424.7192859649658,-1.9161491593422397e-07,test
0,0,1,171.8562126159668,389.37352180480957,0.014743977226316929,test
0,0,2,198.92623901367188,370.68995475769043,0.018750952556729317,test
0,0,3,217.87715911865234,371.4890384674072,0.017939966171979904,test
0,0,4,229.1026496887207,380.75303077697754,0.015809165313839912,test
0,0,5,222.42692947387695,353.49231719970703,0.010732265189290047,test
0,0,6,252.38409042358398,339.10594940185547,0.013569916598498821,test
0,0,7,270.03347396850586,329.33323860168457,0.013266671448946,test
0,0,8,283.0107116699219,321.27222061157227,0.010493505746126175,test
0,0,9,238.77246856689453,368.49989891052246,0.0004086657427251339,test
0,0,10,242.23499298095703,380.6876277923584,0.003608992090448737,test
0,0,11,230.21007537841797,388.221960067749,0.0027719035279005766,test
0,0,12,220.85866928100586,388.901424407959,0.0003513302654027939,test
0,0,13,246.8624496459961,390.56817054748535,-0.0076250480487942696,test
0,0,14,243.79060745239258,399.1468906402588,-0.0020024783443659544,test
0,0,15,231.3828468322754,404.7228240966797,0.0021908078342676163,test
0,0,16,221.45036697387695,404.4244194030762,0.002084871055558324,test
0,0,17,250.7579231262207,411.8638801574707,-0.015341982245445251,test
0,0,18,246.35780334472656,419.8348617553711,-0.006751042790710926,test
0,0,19,235.07511138916016,424.26767349243164,0.0016053796280175447,test
0,0,20,225.18617630004883,424.8076057434082,0.007029175758361816,test
0,0,0,159.37223434448242,424.3078136444092,-1.9623598745965865e-07,test
0,0,1,172.08797454833984,389.20918464660645,0.014440835453569889,test
0,0,2,199.2537498474121,370.49838066101074,0.018444472923874855,test
0,0,3,218.27856063842773,371.3784885406494,0.01766580156981945,test
0,0,4,229.49247360229492,380.6426525115967,0.015646208077669144,test
0,0,5,222.48186111450195,353.719482421875,0.010417944751679897,test
0,0,6,252.34474182128906,339.2116069793701,0.012863845564424992,test
0,0,7,269.9517059326172,329.46003913879395,0.012340335175395012,test
0,0,8,282.83763885498047,321.379337310791,0.0094729233533144,test
0,0,9,238.75974655151367,368.62512588500977,8.183179306797683e-05,test
0,0,10,242.40535736083984,380.9648895263672,0.0027550465893000364,test
0,0,11,230.52356719970703,388.56642723083496,0.0017159926937893033,test
0,0,12,221.19121551513672,389.15568351745605,-0.0006843734299764037,test
0,0,13,246.8431282043457,390.5837917327881,-0.0080182496458292,test
0,0,14,243.97369384765625,399.5584487915039,-0.0028604543767869473,test
0,0,15,231.69639587402344,405.2073669433594,0.0012356643564999104,test
0,0,16,221.86120986938477,404.8536014556885,0.0012260531075298786,test
0,0,17,250.70928573608398,411.86548233032227,-0.015850527212023735,test
0,0,18,246.6415786743164,420.25623321533203,-0.007825658656656742,test
0,0,19,235.40565490722656,424.8035430908203,0.0003419537970330566,test
0,0,20,225.53794860839844,425.35057067871094,0.00578920915722847,test
0,0,0,162.56895065307617,424.48448181152344,-1.70697816770371e-07,test
0,0,1,174.18237686157227,388.22914123535156,0.015566748566925526,test
0,0,2,201.13468170166016,369.7368621826172,0.01984468847513199,test
0,0,3,220.2358627319336,370.5765724182129,0.01903119869530201,test
0,0,4,231.9637680053711,379.9705696105957,0.016873978078365326,test
0,0,5,224.5047950744629,353.4580421447754,0.012686212547123432,test
0,0,6,254.54853057861328,339.57698822021484,0.015988755971193314,test
0,0,7,272.22198486328125,331.2062358856201,0.01622825674712658,test
0,0,8,285.29130935668945,324.1507816314697,0.014033609069883823,test
0,0,9,239.91413116455078,368.29997062683105,0.0021643515210598707,test
0,0,10,245.6820297241211,379.083194732666,0.005613104440271854,test
0,0,11,233.43265533447266,386.7678165435791,0.005059482995420694,test
0,0,12,223.44158172607422,387.25696563720703,0.0031038769520819187,test
0,0,13,247.77368545532227,390.00818252563477,-0.006131354719400406,test
0,0,14,246.69658660888672,397.736177444458,-0.0004606739094015211,test
0,0,15,234.20989990234375,403.5999870300293,0.0037146226968616247,test
0,0,16,223.94004821777344,403.3049011230469,0.003871059510856867,test
0,0,17,251.72956466674805,410.9589099884033,-0.013964294455945492,test
0,0,18,249.63197708129883,418.4977912902832,-0.004587705247104168,test
0,0,19,238.17672729492188,423.165864944458,0.00432175025343895,test
0,0,20,227.80502319335938,423.68568420410156,0.010072262026369572,test
0,0,0,167.13838577270508,425.14509201049805,-1.589014715364101e-07,test
0,0,1,177.24393844604492,388.2726001739502,0.014868580736219883,test
0,0,2,203.75761032104492,369.0347099304199,0.019122576341032982,test
0,0,3,223.50244522094727,369.3274784088135,0.018495090305805206,test
0,0,4,235.56053161621094,379.1096305847168,0.016632473096251488,test
0,0,5,226.99129104614258,352.8153991699219,0.012873099185526371,test
0,0,6,257.3908042907715,339.47482109069824,0.01673438958823681,test
0,0,7,274.9417495727539,331.3536071777344,0.01704123429954052,test
0,0,8,287.57869720458984,324.80260848999023,0.0147917615249753,test
0,0,9,242.76559829711914,367.61003494262695,0.0028009642846882343,test
0,0,10,248.43793869018555,378.71912956237793,0.006605738773941994,test
0,0,11,237.20550537109375,386.2196731567383,0.005781855434179306,test
0,0,12,227.67536163330078,387.1879005432129,0.0036046048626303673,test
